from	to
cucumber	pea
oregano	chili pepper
vetch	eggplant
beet	clover
oregano	pepper
tarragon	lettuce
clover	strawberry
crownvetch	potato
garlic	potato
lily	marigold
borage	apricot
cauliflower	fava bean
peppermint	garlic
beet	cabbage
marjoram	pear
lovage	sage
vetch	pea
nasturtium	radish
mustard	alfalfa
comfrey	asparagus
mustard	cauliflower
lovage	cucumber
mint	beet
mustard	bush bean
snapdragon	celery
onion	pole bean
pole bean	corn
cauliflower	vetch
radish	carrot
pea	peanut
sunflower	corn
peanut	cucumber
lentil	chard
alfalfa	strawberry
fava bean	potato
lovage	marjoram
thyme	tomato
cucumber	alfalfa
cilantro	spinach
radish	parsnip
african spider plant	onion
clover	dill
garlic	apple
nasturtium	apricot
carrot	sage
tarragon	garlic
chive	carrot
tansy	cucumber
tarragon	radish
peppermint	pea
yarrow	chard
nasturtium	pea
cauliflower	peanut
carrot	cucumber
marigold	chive
geranium	corn
tarragon	gourd
radish	spinach
lovage	Echinacea
potato	marigold
onion	carrot
leek	brassica
lovage	turnip
crownvetch	tomato
zinnia	pea
lettuce	beet
crownvetch	squash
onion	parsnip
chive	rose
pea	garlic
potato	lupin
pea	radish
yarrow	lentil
lupin	chard
squash	pole bean
dead nettle	potato
lovage	carrot
cilantro	lettuce
bush bean	celery
corn	melon
corn	zucchini
pigweed	corn
clover	summer savory
lovage	Angelica archangelica
tarragon	pea
stinging nettle	chamomile
cabbage	lupin
lentil	dill
vetch	okra
borage	clover
snap bean	soybean
peanut	carrot
lovage	parsnip
vetch	cabbage
lovage	pear
fava bean	tomato
lovage	geranium
borage	cabbage
lovage	wheat
pea	eggplant
strawberry	apricot
fava bean	squash
pole bean	grape
rosemary	bush bean
larkspur	bush bean
turnip	broccoli
lily	turnip
dill	asparagus
soybean	chard
lovage	petunia
lentil	lettuce
lupin	rose
peppermint	clover
horseradish	potato
african spider plant	garlic
mint	chive
lettuce	broccoli
crownvetch	cauliflower
nasturtium	clover
marjoram	apple
tansy	pear
potato	crownvetch
cucumber	corn
sage	crownvetch
lovage	fava bean
potato	soybean
carrot	pear
phacelia	pole bean
peppermint	cabbage
lentil	summer savory
tarragon	alfalfa
cabbage	crownvetch
rye-grass	brassica
nasturtium	cabbage
lupin	dill
lovage	kentucky bluegrass
lovage	lobelia
sage	marjoram
chive	potato
zinnia	clover
cabbage	soybean
peanut	fava bean
lovage	snapdragon
garlic	brassica
alyssum	grape
beet	broccoli
lovage	vetch
vetch	corn
buckwheat	squash
tarragon	brassica
onion	potato
peanut	vetch
pole bean	cucumber
clover	pea
catnip	beet
alfalfa	tomato
common rue	rose
lupin	lettuce
vetch	walnut
petunia	tomato
pole bean	cilantro
soybean	dill
petunia	squash
stinging nettle	valerian
tansy	vetch
alfalfa	eggplant
brassica	corn
lovage	peanut
lupin	rosemary
vetch	beet
chive	apple
carrot	vetch
yarrow	garlic
lovage	oregano
lovage	pansy
lupin	summer savory
lavender	marjoram
corn	pole bean
radish	squash
mustard	grape
sage	carrot
kohlrabi	beet
pea	clover
lily	onion
onion	apple
phacelia	lentil
pea	okra
lovage	mustard
eggplant	vetch
lettuce	pole bean
phacelia	rose
soybean	lettuce
brassica	beet
pea	cabbage
lentil	pea
pansy	onion
common rue	raspberry
carrot	potato
lemon grass	eggplant
summer savory	fava bean
marigold	potato
borage	melon
cauliflower	clover
soybean	summer savory
pigweed	cucumber
lupin	gourd
pole bean	carrot
yarrow	pea
crownvetch	pepper
beet	pole bean
anise	parsnip
bee balm	tomato
lovage	cowpea
tarragon	corn
cabbage	chamomile
summer savory	vetch
potato	lentil
potato	fava bean
clover	okra
cauliflower	celery
sage	fava bean
cabbage	lentil
lovage	tomato
cabbage	fava bean
clover	cabbage
radish	bush bean
tansy	apple
southernwood	apricot
mustard	crownvetch
carrot	apple
phacelia	lettuce
sage	vetch
parsnip	pear
peanut	tomato
lovage	eggplant
pumpkin	vetch
flax	carrot
lupin	pea
tarragon	beet
cabbage	onion
fava bean	pepper
marigold	apple
stinging nettle	mint
summer savory	peanut
lovage	jimson weed
peanut	eggplant
lavender	chamomile
lovage	zinnia
lentil	brassica
melon	corn
onion	alfalfa
tansy	squash
carrot	tomato
lily	garlic
tomato	pepper
potato	peanut
onion	passion fruit
lovage	aster
jimson weed	pumpkin
chive	brassica
alfalfa	celery
onion	bush bean
sage	peanut
marigold	tomato
geranium	rose
lovage	peppermint
mint	potato
marigold	squash
cabbage	peanut
pea	beet
crownvetch	marigold
tarragon	zucchini
asparagus	tomato
mustard	turnip
soybean	pea
larkspur	lupin
rosemary	lupin
lemon balm	apricot
lavender	onion
pansy	garlic
spearmint	tomato
yarrow	clover
dill	onion
onion	brassica
crownvetch	grape
eggplant	tomato
clover	corn
alfalfa	cotton
lovage	spurrey
buckwheat	pumpkin
yarrow	cabbage
tarragon	broccoli
marjoram	pepper
comfrey	apricot
rose	geranium
lovage	pigweed
parsley	rose
pepper	okra
borage	pole bean
corn	potato
peppermint	chive
alfalfa	pepper
fava bean	marigold
mustard	pear
lovage	bay laurel
lupin	brassica
